upc,pid,categories,brand,description,country_of_origin,favorite,size,unit,gmo,organic,temperature,heat_sensitive,warnings,images
0002430004102,0002430004102,['Snacks'],Little Debbie,"Snack Cakes, Little Debbie Family Pack Honey Buns",UNITED STATES,FALSE,6 ct / 10.6 oz,,,NO,Ambient,FALSE,"ALLERGY INFORMATION: CONTAINS WHEAT, SOY, MILK, EGGS.","['https://www.kroger.com/product/images/xlarge/front/0002430004102', 'https://www.kroger.com/product/images/large/front/0002430004102', 'https://www.kroger.com/product/images/medium/front/0002430004102', 'https://www.kroger.com/product/images/small/front/0002430004102', 'https://www.kroger.com/product/images/thumbnail/front/0002430004102', 'https://www.kroger.com/product/images/xlarge/right/0002430004102', 'https://www.kroger.com/product/images/large/right/0002430004102', 'https://www.kroger.com/product/images/medium/right/0002430004102', 'https://www.kroger.com/product/images/small/right/0002430004102', 'https://www.kroger.com/product/images/thumbnail/right/0002430004102', 'https://www.kroger.com/product/images/xlarge/back/0002430004102', 'https://www.kroger.com/product/images/large/back/0002430004102', 'https://www.kroger.com/product/images/medium/back/0002430004102', 'https://www.kroger.com/product/images/small/back/0002430004102', 'https://www.kroger.com/product/images/thumbnail/back/0002430004102', 'https://www.kroger.com/product/images/xlarge/left/0002430004102', 'https://www.kroger.com/product/images/large/left/0002430004102', 'https://www.kroger.com/product/images/medium/left/0002430004102', 'https://www.kroger.com/product/images/small/left/0002430004102', 'https://www.kroger.com/product/images/thumbnail/left/0002430004102']"
0004180040182,0004180040182,['Breakfast'],Welch's,Welch's® Zero Sugar Passion Fruit Juice,UNITED STATES,FALSE,59 fl oz,,,NO,Refrigerated,FALSE,Do not use product if plastic inner seal is broken or missing.,"['https://www.kroger.com/product/images/xlarge/front/0004180040182', 'https://www.kroger.com/product/images/large/front/0004180040182', 'https://www.kroger.com/product/images/medium/front/0004180040182', 'https://www.kroger.com/product/images/small/front/0004180040182', 'https://www.kroger.com/product/images/thumbnail/front/0004180040182', 'https://www.kroger.com/product/images/xlarge/right/0004180040182', 'https://www.kroger.com/product/images/large/right/0004180040182', 'https://www.kroger.com/product/images/medium/right/0004180040182', 'https://www.kroger.com/product/images/small/right/0004180040182', 'https://www.kroger.com/product/images/thumbnail/right/0004180040182', 'https://www.kroger.com/product/images/xlarge/back/0004180040182', 'https://www.kroger.com/product/images/large/back/0004180040182', 'https://www.kroger.com/product/images/medium/back/0004180040182', 'https://www.kroger.com/product/images/small/back/0004180040182', 'https://www.kroger.com/product/images/thumbnail/back/0004180040182']"
0003663202426,0003663202426,['Health'],Oikos,Oikos Vanilla Protein Shake,UNITED STATES,FALSE,12 fl oz,,,NO,Ambient,FALSE,Notice: Use this product as a food supplement only. Do not use for weight reduction.,"['https://www.kroger.com/product/images/xlarge/right/0003663202426', 'https://www.kroger.com/product/images/large/right/0003663202426', 'https://www.kroger.com/product/images/medium/right/0003663202426', 'https://www.kroger.com/product/images/small/right/0003663202426', 'https://www.kroger.com/product/images/thumbnail/right/0003663202426', 'https://www.kroger.com/product/images/xlarge/back/0003663202426', 'https://www.kroger.com/product/images/large/back/0003663202426', 'https://www.kroger.com/product/images/medium/back/0003663202426', 'https://www.kroger.com/product/images/small/back/0003663202426', 'https://www.kroger.com/product/images/thumbnail/back/0003663202426', 'https://www.kroger.com/product/images/xlarge/front/0003663202426', 'https://www.kroger.com/product/images/large/front/0003663202426', 'https://www.kroger.com/product/images/medium/front/0003663202426', 'https://www.kroger.com/product/images/small/front/0003663202426', 'https://www.kroger.com/product/images/thumbnail/front/0003663202426', 'https://www.kroger.com/product/images/xlarge/bottom/0003663202426', 'https://www.kroger.com/product/images/large/bottom/0003663202426', 'https://www.kroger.com/product/images/medium/bottom/0003663202426', 'https://www.kroger.com/product/images/small/bottom/0003663202426', 'https://www.kroger.com/product/images/thumbnail/bottom/0003663202426', 'https://www.kroger.com/product/images/xlarge/top/0003663202426', 'https://www.kroger.com/product/images/large/top/0003663202426', 'https://www.kroger.com/product/images/medium/top/0003663202426', 'https://www.kroger.com/product/images/small/top/0003663202426', 'https://www.kroger.com/product/images/thumbnail/top/0003663202426', 'https://www.kroger.com/product/images/xlarge/left/0003663202426', 'https://www.kroger.com/product/images/large/left/0003663202426', 'https://www.kroger.com/product/images/medium/left/0003663202426', 'https://www.kroger.com/product/images/small/left/0003663202426', 'https://www.kroger.com/product/images/thumbnail/left/0003663202426']"
0002500010140,0002500010140,['Beverages'],Hi-C,Hi-C® Torrential Tropical Punch Juice Boxes,UNITED STATES,FALSE,8 pk / 6 fl oz,,NO NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0002500010140', 'https://www.kroger.com/product/images/large/front/0002500010140', 'https://www.kroger.com/product/images/medium/front/0002500010140', 'https://www.kroger.com/product/images/small/front/0002500010140', 'https://www.kroger.com/product/images/thumbnail/front/0002500010140', 'https://www.kroger.com/product/images/xlarge/back/0002500010140', 'https://www.kroger.com/product/images/large/back/0002500010140', 'https://www.kroger.com/product/images/medium/back/0002500010140', 'https://www.kroger.com/product/images/small/back/0002500010140', 'https://www.kroger.com/product/images/thumbnail/back/0002500010140', 'https://www.kroger.com/product/images/xlarge/right/0002500010140', 'https://www.kroger.com/product/images/large/right/0002500010140', 'https://www.kroger.com/product/images/medium/right/0002500010140', 'https://www.kroger.com/product/images/small/right/0002500010140', 'https://www.kroger.com/product/images/thumbnail/right/0002500010140', 'https://www.kroger.com/product/images/xlarge/bottom/0002500010140', 'https://www.kroger.com/product/images/large/bottom/0002500010140', 'https://www.kroger.com/product/images/medium/bottom/0002500010140', 'https://www.kroger.com/product/images/small/bottom/0002500010140', 'https://www.kroger.com/product/images/thumbnail/bottom/0002500010140', 'https://www.kroger.com/product/images/xlarge/left/0002500010140', 'https://www.kroger.com/product/images/large/left/0002500010140', 'https://www.kroger.com/product/images/medium/left/0002500010140', 'https://www.kroger.com/product/images/small/left/0002500010140', 'https://www.kroger.com/product/images/thumbnail/left/0002500010140', 'https://www.kroger.com/product/images/xlarge/top/0002500010140', 'https://www.kroger.com/product/images/large/top/0002500010140', 'https://www.kroger.com/product/images/medium/top/0002500010140', 'https://www.kroger.com/product/images/small/top/0002500010140', 'https://www.kroger.com/product/images/thumbnail/top/0002500010140']"
0003338321000,0003338321000,"['Produce', 'Produce']",,Fresh Red Raspberries - 6 OZ Clamshell,CHILE; MEXICO; UNITED STATES,FALSE,6 oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0003338321000', 'https://www.kroger.com/product/images/large/front/0003338321000', 'https://www.kroger.com/product/images/medium/front/0003338321000', 'https://www.kroger.com/product/images/small/front/0003338321000', 'https://www.kroger.com/product/images/thumbnail/front/0003338321000', 'https://www.kroger.com/product/images/xlarge/back/0003338321000', 'https://www.kroger.com/product/images/large/back/0003338321000', 'https://www.kroger.com/product/images/medium/back/0003338321000', 'https://www.kroger.com/product/images/small/back/0003338321000', 'https://www.kroger.com/product/images/thumbnail/back/0003338321000', 'https://www.kroger.com/product/images/xlarge/right/0003338321000', 'https://www.kroger.com/product/images/large/right/0003338321000', 'https://www.kroger.com/product/images/medium/right/0003338321000', 'https://www.kroger.com/product/images/small/right/0003338321000', 'https://www.kroger.com/product/images/thumbnail/right/0003338321000', 'https://www.kroger.com/product/images/xlarge/left/0003338321000', 'https://www.kroger.com/product/images/large/left/0003338321000', 'https://www.kroger.com/product/images/medium/left/0003338321000', 'https://www.kroger.com/product/images/small/left/0003338321000', 'https://www.kroger.com/product/images/thumbnail/left/0003338321000']"
0002718202988,0002718202988,['Meat & Seafood'],Tyson,Tyson Premium Quality Savory Homestyle Beef Chuck Roast,UNITED STATES,FALSE,26 oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0002718202988', 'https://www.kroger.com/product/images/large/back/0002718202988', 'https://www.kroger.com/product/images/medium/back/0002718202988', 'https://www.kroger.com/product/images/small/back/0002718202988', 'https://www.kroger.com/product/images/thumbnail/back/0002718202988', 'https://www.kroger.com/product/images/xlarge/front/0002718202988', 'https://www.kroger.com/product/images/large/front/0002718202988', 'https://www.kroger.com/product/images/medium/front/0002718202988', 'https://www.kroger.com/product/images/small/front/0002718202988', 'https://www.kroger.com/product/images/thumbnail/front/0002718202988', 'https://www.kroger.com/product/images/xlarge/right/0002718202988', 'https://www.kroger.com/product/images/large/right/0002718202988', 'https://www.kroger.com/product/images/medium/right/0002718202988', 'https://www.kroger.com/product/images/small/right/0002718202988', 'https://www.kroger.com/product/images/thumbnail/right/0002718202988', 'https://www.kroger.com/product/images/xlarge/bottom/0002718202988', 'https://www.kroger.com/product/images/large/bottom/0002718202988', 'https://www.kroger.com/product/images/medium/bottom/0002718202988', 'https://www.kroger.com/product/images/small/bottom/0002718202988', 'https://www.kroger.com/product/images/thumbnail/bottom/0002718202988', 'https://www.kroger.com/product/images/xlarge/top/0002718202988', 'https://www.kroger.com/product/images/large/top/0002718202988', 'https://www.kroger.com/product/images/medium/top/0002718202988', 'https://www.kroger.com/product/images/small/top/0002718202988', 'https://www.kroger.com/product/images/thumbnail/top/0002718202988', 'https://www.kroger.com/product/images/xlarge/left/0002718202988', 'https://www.kroger.com/product/images/large/left/0002718202988', 'https://www.kroger.com/product/images/medium/left/0002718202988', 'https://www.kroger.com/product/images/small/left/0002718202988', 'https://www.kroger.com/product/images/thumbnail/left/0002718202988']"
0004112907712,0004112907712,"['Pasta, Sauces, Grain']",Classico,Classico Tomato & Basil Spaghetti Pasta Sauce,UNITED STATES,FALSE,24 oz,,,NO,Ambient,FALSE,Button pops up when seal is broken.,"['https://www.kroger.com/product/images/xlarge/front/0004112907712', 'https://www.kroger.com/product/images/large/front/0004112907712', 'https://www.kroger.com/product/images/medium/front/0004112907712', 'https://www.kroger.com/product/images/small/front/0004112907712', 'https://www.kroger.com/product/images/thumbnail/front/0004112907712', 'https://www.kroger.com/product/images/xlarge/back/0004112907712', 'https://www.kroger.com/product/images/large/back/0004112907712', 'https://www.kroger.com/product/images/medium/back/0004112907712', 'https://www.kroger.com/product/images/small/back/0004112907712', 'https://www.kroger.com/product/images/thumbnail/back/0004112907712', 'https://www.kroger.com/product/images/xlarge/right/0004112907712', 'https://www.kroger.com/product/images/large/right/0004112907712', 'https://www.kroger.com/product/images/medium/right/0004112907712', 'https://www.kroger.com/product/images/small/right/0004112907712', 'https://www.kroger.com/product/images/thumbnail/right/0004112907712', 'https://www.kroger.com/product/images/xlarge/bottom/0004112907712', 'https://www.kroger.com/product/images/large/bottom/0004112907712', 'https://www.kroger.com/product/images/medium/bottom/0004112907712', 'https://www.kroger.com/product/images/small/bottom/0004112907712', 'https://www.kroger.com/product/images/thumbnail/bottom/0004112907712', 'https://www.kroger.com/product/images/xlarge/top/0004112907712', 'https://www.kroger.com/product/images/large/top/0004112907712', 'https://www.kroger.com/product/images/medium/top/0004112907712', 'https://www.kroger.com/product/images/small/top/0004112907712', 'https://www.kroger.com/product/images/thumbnail/top/0004112907712', 'https://www.kroger.com/product/images/xlarge/left/0004112907712', 'https://www.kroger.com/product/images/large/left/0004112907712', 'https://www.kroger.com/product/images/medium/left/0004112907712', 'https://www.kroger.com/product/images/small/left/0004112907712', 'https://www.kroger.com/product/images/thumbnail/left/0004112907712']"
0007225001062,0007225001062,"['Bakery', 'Breakfast']",Wonder,Wonder Mini Powdered Donuts,UNITED STATES,FALSE,10 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0007225001062', 'https://www.kroger.com/product/images/large/right/0007225001062', 'https://www.kroger.com/product/images/medium/right/0007225001062', 'https://www.kroger.com/product/images/small/right/0007225001062', 'https://www.kroger.com/product/images/thumbnail/right/0007225001062', 'https://www.kroger.com/product/images/xlarge/back/0007225001062', 'https://www.kroger.com/product/images/large/back/0007225001062', 'https://www.kroger.com/product/images/medium/back/0007225001062', 'https://www.kroger.com/product/images/small/back/0007225001062', 'https://www.kroger.com/product/images/thumbnail/back/0007225001062', 'https://www.kroger.com/product/images/xlarge/front/0007225001062', 'https://www.kroger.com/product/images/large/front/0007225001062', 'https://www.kroger.com/product/images/medium/front/0007225001062', 'https://www.kroger.com/product/images/small/front/0007225001062', 'https://www.kroger.com/product/images/thumbnail/front/0007225001062', 'https://www.kroger.com/product/images/xlarge/bottom/0007225001062', 'https://www.kroger.com/product/images/large/bottom/0007225001062', 'https://www.kroger.com/product/images/medium/bottom/0007225001062', 'https://www.kroger.com/product/images/small/bottom/0007225001062', 'https://www.kroger.com/product/images/thumbnail/bottom/0007225001062', 'https://www.kroger.com/product/images/xlarge/left/0007225001062', 'https://www.kroger.com/product/images/large/left/0007225001062', 'https://www.kroger.com/product/images/medium/left/0007225001062', 'https://www.kroger.com/product/images/small/left/0007225001062', 'https://www.kroger.com/product/images/thumbnail/left/0007225001062', 'https://www.kroger.com/product/images/xlarge/top/0007225001062', 'https://www.kroger.com/product/images/large/top/0007225001062', 'https://www.kroger.com/product/images/medium/top/0007225001062', 'https://www.kroger.com/product/images/small/top/0007225001062', 'https://www.kroger.com/product/images/thumbnail/top/0007225001062']"
0004450034171,0004450034171,['Meat & Seafood'],Hillshire Farm,Hillshire Farm® Smoked Sausage,UNITED STATES,FALSE,14 oz,,,NO,Refrigerated,TRUE,"For Children Under 5 Years: Cut sausage lengthwise, then into bite size pieces.","['https://www.kroger.com/product/images/xlarge/left/0004450034171', 'https://www.kroger.com/product/images/large/left/0004450034171', 'https://www.kroger.com/product/images/medium/left/0004450034171', 'https://www.kroger.com/product/images/small/left/0004450034171', 'https://www.kroger.com/product/images/thumbnail/left/0004450034171', 'https://www.kroger.com/product/images/xlarge/back/0004450034171', 'https://www.kroger.com/product/images/large/back/0004450034171', 'https://www.kroger.com/product/images/medium/back/0004450034171', 'https://www.kroger.com/product/images/small/back/0004450034171', 'https://www.kroger.com/product/images/thumbnail/back/0004450034171', 'https://www.kroger.com/product/images/xlarge/front/0004450034171', 'https://www.kroger.com/product/images/large/front/0004450034171', 'https://www.kroger.com/product/images/medium/front/0004450034171', 'https://www.kroger.com/product/images/small/front/0004450034171', 'https://www.kroger.com/product/images/thumbnail/front/0004450034171']"
0007027700006,0007027700006,['Deli'],Athenos,Athenos Crumbled Traditional Feta Cheese,UNITED STATES,FALSE,6 oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007027700006', 'https://www.kroger.com/product/images/large/front/0007027700006', 'https://www.kroger.com/product/images/medium/front/0007027700006', 'https://www.kroger.com/product/images/small/front/0007027700006', 'https://www.kroger.com/product/images/thumbnail/front/0007027700006', 'https://www.kroger.com/product/images/xlarge/right/0007027700006', 'https://www.kroger.com/product/images/large/right/0007027700006', 'https://www.kroger.com/product/images/medium/right/0007027700006', 'https://www.kroger.com/product/images/small/right/0007027700006', 'https://www.kroger.com/product/images/thumbnail/right/0007027700006', 'https://www.kroger.com/product/images/xlarge/back/0007027700006', 'https://www.kroger.com/product/images/large/back/0007027700006', 'https://www.kroger.com/product/images/medium/back/0007027700006', 'https://www.kroger.com/product/images/small/back/0007027700006', 'https://www.kroger.com/product/images/thumbnail/back/0007027700006', 'https://www.kroger.com/product/images/xlarge/bottom/0007027700006', 'https://www.kroger.com/product/images/large/bottom/0007027700006', 'https://www.kroger.com/product/images/medium/bottom/0007027700006', 'https://www.kroger.com/product/images/small/bottom/0007027700006', 'https://www.kroger.com/product/images/thumbnail/bottom/0007027700006', 'https://www.kroger.com/product/images/xlarge/top/0007027700006', 'https://www.kroger.com/product/images/large/top/0007027700006', 'https://www.kroger.com/product/images/medium/top/0007027700006', 'https://www.kroger.com/product/images/small/top/0007027700006', 'https://www.kroger.com/product/images/thumbnail/top/0007027700006', 'https://www.kroger.com/product/images/xlarge/left/0007027700006', 'https://www.kroger.com/product/images/large/left/0007027700006', 'https://www.kroger.com/product/images/medium/left/0007027700006', 'https://www.kroger.com/product/images/small/left/0007027700006', 'https://www.kroger.com/product/images/thumbnail/left/0007027700006']"
0005190001603,0005190001603,['Meat & Seafood'],Land O' Frost,Land O' Frost® Premium Honey Ham Lunch Meat,UNITED STATES,FALSE,16 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0005190001603', 'https://www.kroger.com/product/images/large/front/0005190001603', 'https://www.kroger.com/product/images/medium/front/0005190001603', 'https://www.kroger.com/product/images/small/front/0005190001603', 'https://www.kroger.com/product/images/thumbnail/front/0005190001603', 'https://www.kroger.com/product/images/xlarge/back/0005190001603', 'https://www.kroger.com/product/images/large/back/0005190001603', 'https://www.kroger.com/product/images/medium/back/0005190001603', 'https://www.kroger.com/product/images/small/back/0005190001603', 'https://www.kroger.com/product/images/thumbnail/back/0005190001603']"
0007069002364,0007069002364,['Snacks'],Fisher,Fisher California Grown Unsalted Walnut Halves & Pieces,UNITED STATES,FALSE,10 oz / 2.6 cups,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0007069002364', 'https://www.kroger.com/product/images/large/right/0007069002364', 'https://www.kroger.com/product/images/medium/right/0007069002364', 'https://www.kroger.com/product/images/small/right/0007069002364', 'https://www.kroger.com/product/images/thumbnail/right/0007069002364', 'https://www.kroger.com/product/images/xlarge/back/0007069002364', 'https://www.kroger.com/product/images/large/back/0007069002364', 'https://www.kroger.com/product/images/medium/back/0007069002364', 'https://www.kroger.com/product/images/small/back/0007069002364', 'https://www.kroger.com/product/images/thumbnail/back/0007069002364', 'https://www.kroger.com/product/images/xlarge/front/0007069002364', 'https://www.kroger.com/product/images/large/front/0007069002364', 'https://www.kroger.com/product/images/medium/front/0007069002364', 'https://www.kroger.com/product/images/small/front/0007069002364', 'https://www.kroger.com/product/images/thumbnail/front/0007069002364', 'https://www.kroger.com/product/images/xlarge/bottom/0007069002364', 'https://www.kroger.com/product/images/large/bottom/0007069002364', 'https://www.kroger.com/product/images/medium/bottom/0007069002364', 'https://www.kroger.com/product/images/small/bottom/0007069002364', 'https://www.kroger.com/product/images/thumbnail/bottom/0007069002364', 'https://www.kroger.com/product/images/xlarge/left/0007069002364', 'https://www.kroger.com/product/images/large/left/0007069002364', 'https://www.kroger.com/product/images/medium/left/0007069002364', 'https://www.kroger.com/product/images/small/left/0007069002364', 'https://www.kroger.com/product/images/thumbnail/left/0007069002364', 'https://www.kroger.com/product/images/xlarge/top/0007069002364', 'https://www.kroger.com/product/images/large/top/0007069002364', 'https://www.kroger.com/product/images/medium/top/0007069002364', 'https://www.kroger.com/product/images/small/top/0007069002364', 'https://www.kroger.com/product/images/thumbnail/top/0007069002364']"
0007143001702,0007143001702,['Produce'],Dole,Dole Ultimate Caesar Premium Salad Kit,UNITED STATES,FALSE,11.3 oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007143001702', 'https://www.kroger.com/product/images/large/front/0007143001702', 'https://www.kroger.com/product/images/medium/front/0007143001702', 'https://www.kroger.com/product/images/small/front/0007143001702', 'https://www.kroger.com/product/images/thumbnail/front/0007143001702', 'https://www.kroger.com/product/images/xlarge/right/0007143001702', 'https://www.kroger.com/product/images/large/right/0007143001702', 'https://www.kroger.com/product/images/medium/right/0007143001702', 'https://www.kroger.com/product/images/small/right/0007143001702', 'https://www.kroger.com/product/images/thumbnail/right/0007143001702', 'https://www.kroger.com/product/images/xlarge/back/0007143001702', 'https://www.kroger.com/product/images/large/back/0007143001702', 'https://www.kroger.com/product/images/medium/back/0007143001702', 'https://www.kroger.com/product/images/small/back/0007143001702', 'https://www.kroger.com/product/images/thumbnail/back/0007143001702', 'https://www.kroger.com/product/images/xlarge/left/0007143001702', 'https://www.kroger.com/product/images/large/left/0007143001702', 'https://www.kroger.com/product/images/medium/left/0007143001702', 'https://www.kroger.com/product/images/small/left/0007143001702', 'https://www.kroger.com/product/images/thumbnail/left/0007143001702', 'https://www.kroger.com/product/images/xlarge/top/0007143001702', 'https://www.kroger.com/product/images/large/top/0007143001702', 'https://www.kroger.com/product/images/medium/top/0007143001702', 'https://www.kroger.com/product/images/small/top/0007143001702', 'https://www.kroger.com/product/images/thumbnail/top/0007143001702']"
0005000032275,0005000032275,"['Dairy', 'Beverages']",Coffee mate,Coffee Mate French Vanilla Flavored Coffee Creamer Non-Dairy Gluten-Free,UNITED STATES,FALSE,32 fl oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0005000032275', 'https://www.kroger.com/product/images/large/right/0005000032275', 'https://www.kroger.com/product/images/medium/right/0005000032275', 'https://www.kroger.com/product/images/small/right/0005000032275', 'https://www.kroger.com/product/images/thumbnail/right/0005000032275', 'https://www.kroger.com/product/images/xlarge/back/0005000032275', 'https://www.kroger.com/product/images/large/back/0005000032275', 'https://www.kroger.com/product/images/medium/back/0005000032275', 'https://www.kroger.com/product/images/small/back/0005000032275', 'https://www.kroger.com/product/images/thumbnail/back/0005000032275', 'https://www.kroger.com/product/images/xlarge/front/0005000032275', 'https://www.kroger.com/product/images/large/front/0005000032275', 'https://www.kroger.com/product/images/medium/front/0005000032275', 'https://www.kroger.com/product/images/small/front/0005000032275', 'https://www.kroger.com/product/images/thumbnail/front/0005000032275', 'https://www.kroger.com/product/images/xlarge/bottom/0005000032275', 'https://www.kroger.com/product/images/large/bottom/0005000032275', 'https://www.kroger.com/product/images/medium/bottom/0005000032275', 'https://www.kroger.com/product/images/small/bottom/0005000032275', 'https://www.kroger.com/product/images/thumbnail/bottom/0005000032275', 'https://www.kroger.com/product/images/xlarge/left/0005000032275', 'https://www.kroger.com/product/images/large/left/0005000032275', 'https://www.kroger.com/product/images/medium/left/0005000032275', 'https://www.kroger.com/product/images/small/left/0005000032275', 'https://www.kroger.com/product/images/thumbnail/left/0005000032275', 'https://www.kroger.com/product/images/xlarge/top/0005000032275', 'https://www.kroger.com/product/images/large/top/0005000032275', 'https://www.kroger.com/product/images/medium/top/0005000032275', 'https://www.kroger.com/product/images/small/top/0005000032275', 'https://www.kroger.com/product/images/thumbnail/top/0005000032275']"
0005527087189,0005527087189,"['Breakfast', 'International', 'International']",Grace,Grace® Tropical Rhythms® Fruit Punch Juice,CANADA,FALSE,33.8 fl oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0005527087189', 'https://www.kroger.com/product/images/large/back/0005527087189', 'https://www.kroger.com/product/images/medium/back/0005527087189', 'https://www.kroger.com/product/images/small/back/0005527087189', 'https://www.kroger.com/product/images/thumbnail/back/0005527087189', 'https://www.kroger.com/product/images/xlarge/right/0005527087189', 'https://www.kroger.com/product/images/large/right/0005527087189', 'https://www.kroger.com/product/images/medium/right/0005527087189', 'https://www.kroger.com/product/images/small/right/0005527087189', 'https://www.kroger.com/product/images/thumbnail/right/0005527087189', 'https://www.kroger.com/product/images/xlarge/front/0005527087189', 'https://www.kroger.com/product/images/large/front/0005527087189', 'https://www.kroger.com/product/images/medium/front/0005527087189', 'https://www.kroger.com/product/images/small/front/0005527087189', 'https://www.kroger.com/product/images/thumbnail/front/0005527087189', 'https://www.kroger.com/product/images/xlarge/left/0005527087189', 'https://www.kroger.com/product/images/large/left/0005527087189', 'https://www.kroger.com/product/images/medium/left/0005527087189', 'https://www.kroger.com/product/images/small/left/0005527087189', 'https://www.kroger.com/product/images/thumbnail/left/0005527087189']"
0005210000245,0005210000245,['Baking Goods'],McCormick,McCormick GRILL MATES Montreal Steak Seasoning,UNITED STATES,FALSE,3.4 oz,,PRODUCT LABELED WITH NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0005210000245', 'https://www.kroger.com/product/images/large/back/0005210000245', 'https://www.kroger.com/product/images/medium/back/0005210000245', 'https://www.kroger.com/product/images/small/back/0005210000245', 'https://www.kroger.com/product/images/thumbnail/back/0005210000245', 'https://www.kroger.com/product/images/xlarge/front/0005210000245', 'https://www.kroger.com/product/images/large/front/0005210000245', 'https://www.kroger.com/product/images/medium/front/0005210000245', 'https://www.kroger.com/product/images/small/front/0005210000245', 'https://www.kroger.com/product/images/thumbnail/front/0005210000245', 'https://www.kroger.com/product/images/xlarge/right/0005210000245', 'https://www.kroger.com/product/images/large/right/0005210000245', 'https://www.kroger.com/product/images/medium/right/0005210000245', 'https://www.kroger.com/product/images/small/right/0005210000245', 'https://www.kroger.com/product/images/thumbnail/right/0005210000245', 'https://www.kroger.com/product/images/xlarge/bottom/0005210000245', 'https://www.kroger.com/product/images/large/bottom/0005210000245', 'https://www.kroger.com/product/images/medium/bottom/0005210000245', 'https://www.kroger.com/product/images/small/bottom/0005210000245', 'https://www.kroger.com/product/images/thumbnail/bottom/0005210000245', 'https://www.kroger.com/product/images/xlarge/left/0005210000245', 'https://www.kroger.com/product/images/large/left/0005210000245', 'https://www.kroger.com/product/images/medium/left/0005210000245', 'https://www.kroger.com/product/images/small/left/0005210000245', 'https://www.kroger.com/product/images/thumbnail/left/0005210000245', 'https://www.kroger.com/product/images/xlarge/top/0005210000245', 'https://www.kroger.com/product/images/large/top/0005210000245', 'https://www.kroger.com/product/images/medium/top/0005210000245', 'https://www.kroger.com/product/images/small/top/0005210000245', 'https://www.kroger.com/product/images/thumbnail/top/0005210000245']"
0007080004118,0007080004118,['Meat & Seafood'],Smithfield,Smithfield Hometown Original Bacon 16 oz,UNITED STATES,FALSE,1 lb,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0007080004118', 'https://www.kroger.com/product/images/large/right/0007080004118', 'https://www.kroger.com/product/images/medium/right/0007080004118', 'https://www.kroger.com/product/images/small/right/0007080004118', 'https://www.kroger.com/product/images/thumbnail/right/0007080004118', 'https://www.kroger.com/product/images/xlarge/back/0007080004118', 'https://www.kroger.com/product/images/large/back/0007080004118', 'https://www.kroger.com/product/images/medium/back/0007080004118', 'https://www.kroger.com/product/images/small/back/0007080004118', 'https://www.kroger.com/product/images/thumbnail/back/0007080004118', 'https://www.kroger.com/product/images/xlarge/front/0007080004118', 'https://www.kroger.com/product/images/large/front/0007080004118', 'https://www.kroger.com/product/images/medium/front/0007080004118', 'https://www.kroger.com/product/images/small/front/0007080004118', 'https://www.kroger.com/product/images/thumbnail/front/0007080004118', 'https://www.kroger.com/product/images/xlarge/bottom/0007080004118', 'https://www.kroger.com/product/images/large/bottom/0007080004118', 'https://www.kroger.com/product/images/medium/bottom/0007080004118', 'https://www.kroger.com/product/images/small/bottom/0007080004118', 'https://www.kroger.com/product/images/thumbnail/bottom/0007080004118', 'https://www.kroger.com/product/images/xlarge/top/0007080004118', 'https://www.kroger.com/product/images/large/top/0007080004118', 'https://www.kroger.com/product/images/medium/top/0007080004118', 'https://www.kroger.com/product/images/small/top/0007080004118', 'https://www.kroger.com/product/images/thumbnail/top/0007080004118', 'https://www.kroger.com/product/images/xlarge/left/0007080004118', 'https://www.kroger.com/product/images/large/left/0007080004118', 'https://www.kroger.com/product/images/medium/left/0007080004118', 'https://www.kroger.com/product/images/small/left/0007080004118', 'https://www.kroger.com/product/images/thumbnail/left/0007080004118']"
0007096900009,0007096900009,['Baking Goods'],Spice World,Spice World Minced Garlic 8 oz,UNITED STATES,FALSE,8 oz,,PRODUCT LABELED WITH NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007096900009', 'https://www.kroger.com/product/images/large/front/0007096900009', 'https://www.kroger.com/product/images/medium/front/0007096900009', 'https://www.kroger.com/product/images/small/front/0007096900009', 'https://www.kroger.com/product/images/thumbnail/front/0007096900009']"
